Day,Month,Year,Grid Cell Number,First Thickness Measurement (cm),Second Thickness Measurement (cm),Observer(s) Initials
Jour,Mois,Année,Numéro de cellule de grille,Première mesure de l’épaisseur (cm),Deuxième mesure de l’épaisseur (cm),Initiales de l’observateur
29,7,2015,35,64.5,67.2,EH
29,7,2015,36,37,42,EH
29,7,2015,37,55.5,53.5,EH
29,7,2015,38,60.6,63.7,EH
29,7,2015,39,48.1,51.5,EH
29,7,2015,40,69.2,65,EH
29,7,2015,41,58,64,SA
29,7,2015,42,71.5,70,SA
29,7,2015,43,63.4,58,SA
29,7,2015,44,62,57.8,SA
29,7,2015,45,52.2,54.9,SA
29,7,2015,46,65.7,65.1,SA
29,7,2015,47,72.2,71.5,SA
29,7,2015,48,69,62.3,SA
29,7,2015,49,69.7,70.7,SA
29,7,2015,50,69.2,65.1,SA
29,7,2015,51,56,58.5,EH
29,7,2015,52,55.7,53.4,EH
29,7,2015,53,47.3,59.8,EH
29,7,2015,54,64,65,EH
29,7,2015,55,67.5,65.7,EH
29,7,2015,56,65.5,61,EH
29,7,2015,57,56.5,57,EH
29,7,2015,58,55,58.2,EH
29,7,2015,59,61,58,EH
29,7,2015,60,58,53.5,EH
29,7,2015,61,57.5,57,SA
29,7,2015,62,67.5,67.8,SA
29,7,2015,63,55.5,55.5,SA
29,7,2015,64,68.9,70.3,SA
29,7,2015,65,70,67.7,SA
29,7,2015,66,66.2,67.6,SA
29,7,2015,67,49,68.5,SA
29,7,2015,68,59,63.5,SA
29,7,2015,69,60,55.5,SA
29,7,2015,70,48.6,49.6,SA
29,7,2015,71,62,61.5,EH
29,7,2015,72,64,65.7,EH
29,7,2015,73,75,73.5,EH
29,7,2015,74,53.2,54.5,EH
29,7,2015,75,54,53.8,EH
29,7,2015,76,54.7,54.5,EH
29,7,2015,77,57,66,EH
29,7,2015,78,55.5,56.8,EH
29,7,2015,79,37,37.5,EH
29,7,2015,80,49.8,55.1,EH
29,7,2015,81,61.3,57.5,SA
29,7,2015,82,63.7,63.9,SA
29,7,2015,83,72.5,72.2,SA
29,7,2015,84,65.5,68.8,SA
29,7,2015,85,76.6,73.4,SA
29,7,2015,86,69,68.5,SA
29,7,2015,87,70,67.6,SA
29,7,2015,88,64.5,66.6,SA
29,7,2015,89,49,50.9,SA
29,7,2015,90,45.5,45.2,SA
29,7,2015,91,77.2,77.7,EH
29,7,2015,92,75.7,78.2,EH
29,7,2015,93,80.2,80.2,EH
29,7,2015,94,69.5,72,EH
29,7,2015,95,72.3,73.5,EH
29,7,2015,96,69.5,70.2,EH
29,7,2015,97,63,62.5,EH
29,7,2015,98,63.5,62,EH
29,7,2015,99,41,45,EH
29,7,2015,100,68.4,62.4,EH
2,8,2016,1,62,73,IW
2,8,2016,2,61,76,IW
2,8,2016,3,78,73,IW
2,8,2016,4,73,73,IW
2,8,2016,5,71,73,IW
2,8,2016,6,70,68,IW
2,8,2016,7,70,69,IW
2,8,2016,8,70,70,IW
2,8,2016,9,70,73,IW
2,8,2016,10,65,67,IW
2,8,2016,11,69,66,IW
2,8,2016,12,79,73,IW
2,8,2016,13,59,60,IW
2,8,2016,14,65,67,IW
2,8,2016,15,70,68,IW
2,8,2016,16,58,59,IW
2,8,2016,17,59,61,IW
2,8,2016,18,69,70,IW
2,8,2016,19,59,60,IW
2,8,2016,20,69,70,IW
2,8,2016,21,75,74,IW
2,8,2016,22,72,73.5,IW
2,8,2016,23,71,73,IW
2,8,2016,24,58,60,IW
2,8,2016,25,68,67,IW
2,8,2016,26,67,68,IW
2,8,2016,27,62,63,IW
2,8,2016,28,72,69,IW
2,8,2016,29,67,71,IW
2,8,2016,30,77,78,IW
2,8,2016,31,74,75,IW
2,8,2016,32,72,75,IW
2,8,2016,33,65,63,IW
2,8,2016,34,67,68,IW
2,8,2016,35,66,66,IW
2,8,2016,36,45,49,IW
2,8,2016,37,62,58,IW
2,8,2016,38,68,69,IW
2,8,2016,39,53,53,IW
2,8,2016,40,70,72,IW
2,8,2016,41,70,70,IW
2,8,2016,42,72,73,IW
2,8,2016,43,68,65,IW
2,8,2016,44,64,68,IW
2,8,2016,45,55,56,IW
2,8,2016,46,65,67,IW
2,8,2016,47,74,75,IW
2,8,2016,48,68,69,IW
2,8,2016,49,72,72,IW
2,8,2016,50,72,69,IW
2,8,2016,51,63,64,IW
2,8,2016,52,60,61,IW
2,8,2016,53,58,57,IW
2,8,2016,54,68,68,IW
2,8,2016,55,69,70,IW
2,8,2016,56,69,65,IW
2,8,2016,57,61,63,IW
2,8,2016,58,65,64,IW
2,8,2016,59,65,60,IW
2,8,2016,60,57,58,IW
2,8,2016,61,62,63,IW
2,8,2016,62,66,74,IW
2,8,2016,63,60,64,IW
2,8,2016,64,72,73,IW
2,8,2016,65,71,70,IW
2,8,2016,66,71,71,IW
2,8,2016,67,71,71,IW
2,8,2016,68,68,67,IW
2,8,2016,69,58,63,IW
2,8,2016,70,57,59,IW
2,8,2016,71,64,65,IW
2,8,2016,72,64,70,IW
2,8,2016,73,76,77,IW
2,8,2016,74,60,60,IW
2,8,2016,75,61,60,IW
2,8,2016,76,66,65,IW
2,8,2016,77,63,64,IW
2,8,2016,78,64,64,IW
2,8,2016,79,48,47,IW
2,8,2016,80,60,60,IW
2,8,2016,81,61,64,IW
2,8,2016,82,69,66,IW
2,8,2016,83,78,77,IW
2,8,2016,84,71,71,IW
2,8,2016,85,77,76,IW
2,8,2016,86,72,73,IW
2,8,2016,87,71,71,IW
2,8,2016,88,61,69,IW
2,8,2016,89,55,53,IW
2,8,2016,90,52,53,IW
2,8,2016,91,80,80,IW
2,8,2016,92,76,79,IW
2,8,2016,93,81,82,IW
2,8,2016,94,73,74,IW
2,8,2016,95,75,75,IW
2,8,2016,96,76,67,IW
2,8,2016,97,67,67,IW
2,8,2016,98,68,71,IW
2,8,2016,99,56,54,IW
2,8,2016,100,65,70,IW
7,8,2017,1,73,52,"EU, JL"
7,8,2017,2,71,64,"EU, JL"
7,8,2017,3,62,66,"EU, JL"
7,8,2017,4,67,67,"EU, JL"
7,8,2017,5,60,57,"EU, JL"
7,8,2017,6,63,57,"EU, JL"
7,8,2017,7,65,62,"EU, JL"
7,8,2017,8,56,63,"EU, JL"
7,8,2017,9,69,71,"EU, JL"
7,8,2017,10,60,62,"EU, JL"
7,8,2017,11,60,54,"EU, JL"
7,8,2017,12,76,72,"EU, JL"
7,8,2017,13,53,56,"EU, JL"
7,8,2017,14,65,65,"EU, JL"
7,8,2017,15,66,70,"EU, JL"
7,8,2017,16,55,57,"EU, JL"
7,8,2017,17,59,60,"EU, JL"
7,8,2017,18,75,70,"EU, JL"
7,8,2017,19,59,60,"EU, JL"
7,8,2017,20,75,71,"EU, JL"
7,8,2017,21,71,43,"EU, JL"
7,8,2017,22,58,57,"EU, JL"
7,8,2017,23,64,65,"EU, JL"
7,8,2017,24,56,56,"EU, JL"
7,8,2017,25,62,61,"EU, JL"
7,8,2017,26,65,55,"EU, JL"
7,8,2017,27,58,60,"EU, JL"
7,8,2017,28,67,61,"EU, JL"
7,8,2017,29,62,63,"EU, JL"
7,8,2017,30,76,72,"EU, JL"
7,8,2017,31,68,69,"EU, JL"
7,8,2017,32,45,55,"EU, JL"
7,8,2017,33,64,65,"EU, JL"
7,8,2017,34,68,66,"EU, JL"
7,8,2017,35,62,66,"EU, JL"
7,8,2017,36,44,44,"EU, JL"
7,8,2017,37,55,61,"EU, JL"
7,8,2017,38,69,67,"EU, JL"
7,8,2017,39,45,49,"EU, JL"
7,8,2017,40,63,68,"EU, JL"
7,8,2017,41,57,65,"EU, JL"
7,8,2017,42,55,68,"EU, JL"
7,8,2017,43,63,61,"EU, JL"
7,8,2017,44,63,64,"EU, JL"
7,8,2017,45,57,57,"EU, JL"
7,8,2017,46,61,61,"EU, JL"
7,8,2017,47,71,62,"EU, JL"
7,8,2017,48,70,62,"EU, JL"
7,8,2017,49,67,65,"EU, JL"
7,8,2017,50,66,66,"EU, JL"
7,8,2017,51,60,61,"EU, JL"
7,8,2017,52,55,58,"EU, JL"
7,8,2017,53,54,54,"EU, JL"
7,8,2017,54,64,65,"EU, JL"
7,8,2017,55,65,66,"EU, JL"
7,8,2017,56,61,64,"EU, JL"
7,8,2017,57,59,60,"EU, JL"
7,8,2017,58,64,65,"EU, JL"
7,8,2017,59,60,58,"EU, JL"
7,8,2017,60,56,47,"EU, JL"
7,8,2017,61,60,60,"EU, JL"
7,8,2017,62,67,66,"EU, JL"
7,8,2017,63,60,61,"EU, JL"
7,8,2017,64,68,58,"EU, JL"
7,8,2017,65,66,69,"EU, JL"
7,8,2017,66,65,67,"EU, JL"
7,8,2017,67,66,57,"EU, JL"
7,8,2017,68,60,63,"EU, JL"
7,8,2017,69,58,57,"EU, JL"
7,8,2017,70,49,51,"EU, JL"
7,8,2017,71,62,56,"EU, JL"
7,8,2017,72,65,60,"EU, JL"
7,8,2017,73,72,73,"EU, JL"
7,8,2017,74,55,54,"EU, JL"
7,8,2017,75,56,56,"EU, JL"
7,8,2017,76,58,56,"EU, JL"
7,8,2017,77,59,54,"EU, JL"
7,8,2017,78,68,63,"EU, JL"
7,8,2017,79,51,45,"EU, JL"
7,8,2017,80,53,52,"EU, JL"
7,8,2017,81,55,56,"EU, JL"
7,8,2017,82,72,52,"EU, JL"
7,8,2017,83,56,58,"EU, JL"
7,8,2017,84,56,58,"EU, JL"
7,8,2017,85,68,61,"EU, JL"
7,8,2017,86,64,60,"EU, JL"
7,8,2017,87,66,64,"EU, JL"
7,8,2017,88,53,51,"EU, JL"
7,8,2017,89,57,55,"EU, JL"
7,8,2017,90,46,46,"EU, JL"
7,8,2017,91,75,74,"EU, JL"
7,8,2017,92,76,73,"EU, JL"
7,8,2017,93,76,77,"EU, JL"
7,8,2017,94,70,67,"EU, JL"
7,8,2017,95,72,73,"EU, JL"
7,8,2017,96,70,71,"EU, JL"
7,8,2017,97,64,61,"EU, JL"
7,8,2017,98,64,64,"EU, JL"
7,8,2017,99,50,53,"EU, JL"
7,8,2017,100,58,61,"EU, JL"
